Text	Intents	States	Slots
ok thanks anyway goodbye	O	THANK_YOU+GOOD_BYE	O O O O 	0
hi i need a restaurant reservation for 8 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O B-time I-time 	1
wednesday for 3 people at the restaurant called oren hummus	O	INFORM	B-date O B-num_people O O O O O B-restaurant_name I-restaurant_name 	0
yes that ' s correct	O	AFFIRM	O O O O O 	0
yes that ' s correct	O	AFFIRM	O O O O O 	0
bye	O	GOOD_BYE	O 	0
hi ! i want to reserve a table at a restaurant for 7.15 pm wednesday	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O O O B-time I-time B-date 	1
6	O	INFORM	B-num_people 	0
oren hummus	O	INFORM	B-restaurant_name I-restaurant_name 	0
what did you say	O	CANT_UNDERSTAND	O O O O 	0
thanks . never mind . bye	O	THANK_YOU+GOOD_BYE	O O O O O O 	0
hey ! could you find a moderately priced italian restaurant in middletown	FIND_RESTAURANT	GREETING	O O O O O O B-price_range I-price_range B-category O O B-location 	1
i would like to go ahead with los altos grill	O	AFFIRM	O O O O O O O B-restaurant_name I-restaurant_name I-restaurant_name 	0
i would like to reserve a table	RESERVE_RESTAURANT	O	O O O O O O O 	1
tomorrow for 2 people at the restaurant called evvia	O	INFORM	B-date O B-num_people O O O O O B-restaurant_name 	0
doesn ' t matter	O	INFORM	O O O O 	0
no	O	NEGATE	O 	0
thank you and goodbye	O	THANK_YOU+GOOD_BYE	O O O O 	0
hi ! i would like to make a restaurant reservation	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O 	1
i would like it for 6 people at sakoon	O	INFORM	O O O O O B-num_people O O B-restaurant_name 	0
i would like it for next monday	O	INFORM	O O O O O B-date I-date 	0
any time that is available	O	INFORM	O O O O O 	0
8 pm is good	O	AFFIRM	B-time I-time O O 	0
i did not understand	O	CANT_UNDERSTAND	O O O O 	0
goodbye	O	GOOD_BYE	O 	0
i want to make a reservation for 6 pm	RESERVE_RESTAURANT	O	O O O O O O O B-time I-time 	1
i want go to oren hummus on wednesday	O	INFORM	O O O O B-restaurant_name I-restaurant_name O B-date 	0
there ' s 3 of us	O	INFORM	O O O B-num_people O O 	0
okay that works	O	AFFIRM	O O O 	0
that ' s it . bye	O	GOOD_BYE	O O O O O O 	0
hi , i want to make a restaurant reservation for 7.15 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O B-time I-time 	1
next monday please	O	INFORM	B-date I-date O 	0
yes , next monday	O	AFFIRM	O O B-date I-date 	0
4 people at pompei please	O	INFORM	B-num_people O O B-restaurant_name O 	0
no , 6 pm is no good	O	NEGATE	O O B-time I-time O O O 	0
okay , never mind then . bye	O	GOOD_BYE	O O O O O O O 	0
hi ! reserve a restaurant for 6 pm	RESERVE_RESTAURANT	GREETING	O O O O O O B-time I-time 	1
book 2 people for sushi boat next monday	O	INFORM	O B-num_people O O B-restaurant_name I-restaurant_name B-date I-date 	0
no	O	NEGATE	O 	0
thanks	O	THANK_YOU	O 	0
reserve a restaurant wednesday at 8 pm	RESERVE_RESTAURANT	O	O O O B-date O B-time I-time 	1
san francisco weather	O	OTHER	O O O 	0
6 people at sakoon	O	INFORM	B-num_people O O B-restaurant_name 	0
yes	O	AFFIRM	O 	0
great	O	AFFIRM	O 	0
thanks ! bye	O	THANK_YOU+GOOD_BYE	O O O 	0
i ' m thinking about going out to a restaurant	FIND_RESTAURANT	O	O O O O O O O O O O 	1
something expensive	O	INFORM	O B-price_range 	0
how about middletown	O	INFORM	O O B-location 	0
sakoon sounds nice	O	AFFIRM	B-restaurant_name O O 	0
hi , can i reserve a table	RESERVE_RESTAURANT	GREETING	O O O O O O O 	1
on wednesday at amarin at 7.15 pm	O	INFORM	O B-date O B-restaurant_name O B-time I-time 	0
3	O	INFORM	B-num_people 	0
yes , 3 people	O	AFFIRM	O O B-num_people O 	0
no	O	NEGATE	O 	0
okay	O	AFFIRM	O 	0
thank you , goodbye	O	THANK_YOU+GOOD_BYE	O O O O 	0
i would like to make a restaurant reservation for 8 pm	RESERVE_RESTAURANT	O	O O O O O O O O O B-time I-time 	1
reservation for 5 people please	O	INFORM	O O B-num_people O O 	0
make the reservation at evvia please	O	INFORM	O O O O B-restaurant_name O 	0
i ' d like the reservation next monday	O	INFORM	O O O O O O B-date I-date 	0
yes , 5 people at evvia next monday at 8 pm is correct	O	AFFIRM	O O B-num_people O O B-restaurant_name B-date I-date O B-time I-time O O 	0
goodbye	O	GOOD_BYE	O 	0
i want to make a reservation	RESERVE_RESTAURANT	O	O O O O O O 	1
i need it for next monday at 6 pm	O	INFORM	O O O O B-date I-date O B-time I-time 	0
there will be 3 people and sakoon is the name of the restaurant	O	INFORM	O O O B-num_people O O B-restaurant_name O O O O O O 	0
yes . agree	O	AFFIRM	O O O 	0
goodbye	O	GOOD_BYE	O 	0
hello ! i ' d like to reserve a table	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O 	1
it ' ll be a table for 2 at 7.15 pm	O	INFORM	O O O O O O O B-num_people O B-time I-time 	0
sumiko	O	INFORM	B-restaurant_name 	0
if next monday is possible , that would be great	O	INFORM	O B-date I-date O O O O O O O 	0
6.15 pm works	O	AFFIRM	B-time I-time O 	0
thanks a bunch ! goodbye	O	THANK_YOU+GOOD_BYE	O O O O O 	0
list nearby restaurants	FIND_RESTAURANT	O	O O O 	1
something french that is moderately priced	O	INFORM	O B-category O O B-price_range I-price_range 	0
okay , how about vietnamese food	O	INFORM	O O O O B-category O 	0
when ' s the hibs ' next home game	O	OTHER	O O O O O O O O O 	0
okay	O	AFFIRM	O 	0
hello , could you find me a restaurant	FIND_RESTAURANT	GREETING	O O O O O O O O 	1
i would prefer greek food in orlando , and the mealtime doesn ' t matter	O	INFORM	O O O B-category O O B-location O O O O O O O O 	0
ephesus	O	AFFIRM	B-restaurant_name 	0
hi , can you book me a table for a party of 5 for next monday	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O O O B-num_people O B-date I-date 	1
at sakoon and the time doesn ' t matter	O	INFORM	O B-restaurant_name O O O O O O O 	0
those times won ' t work	O	NEGATE	O O O O O O 	0
sorry , i didn ' t get that	O	CANT_UNDERSTAND	O O O O O O O O 	0
what about for tonight instead	O	INFORM	O O O B-date O 	0
can you repeat that	O	CANT_UNDERSTAND	O O O O 	0
those times won ' t work for me	O	NEGATE	O O O O O O O O 	0
bye	O	GOOD_BYE	O 	0
please find me a restaurant	FIND_RESTAURANT	O	O O O O O 	1
i would like an inexpensive restaurant in orlando that serves italian food	O	INFORM	O O O O B-price_range O O B-location O O B-category O 	0
i prefer evvia	O	AFFIRM	O O B-restaurant_name 	0
i want to make a restaurant reservation	RESERVE_RESTAURANT	O	O O O O O O O 	1
at 8 pm	O	INFORM	O B-time I-time 	0
yes	O	AFFIRM	O 	0
wednesday for 3 people	O	INFORM	B-date O B-num_people O 	0
amber india	O	INFORM	B-restaurant_name I-restaurant_name 	0
yes , confirm	O	AFFIRM	O O O 	0
bye	O	GOOD_BYE	O 	0
hiya , i ' d like to make a restaurant reservation	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O O 	1
i don ' t care	O	INFORM	O O O O O 	0
5 of us want to eat next monday at evvia	O	INFORM	B-num_people O O O O O B-date I-date O B-restaurant_name 	0
none of those	O	NEGATE	O O O 	0
let ' s go with oren hummus instead	O	INFORM	O O O O O B-restaurant_name I-restaurant_name O 	0
nope	O	NEGATE	O 	0
sounds good	O	AFFIRM	O O 	0
thanks	O	THANK_YOU	O 	0
hi , could you find me a restaurant	FIND_RESTAURANT	GREETING	O O O O O O O O 	1
search in kirkland	O	INFORM	O O B-location 	0
i ' d like thai food that is expensive and michelin rated	O	INFORM	O O O O B-category O O O B-price_range O B-rating I-rating 	0
evvia sounds good	O	AFFIRM	B-restaurant_name O O 	0
hi ! please reserve a restaurant	RESERVE_RESTAURANT	GREETING	O O O O O O 	1
the date is next monday and the time is 7.15 pm	O	INFORM	O O O B-date I-date O O O O B-time I-time 	0
6	O	INFORM	B-num_people 	0
yes	O	AFFIRM	O 	0
sumiko	O	INFORM	B-restaurant_name 	0
no	O	NEGATE	O 	0
bye	O	GOOD_BYE	O 	0
hi i want to make a reservation for 3 people this friday at 7.15 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O B-num_people O O B-date O B-time I-time 	1
ephesus	O	INFORM	B-restaurant_name 	0
no i don ' t want 6.30 pm	O	NEGATE	O O O O O O B-time I-time 	0
bye	O	GOOD_BYE	O 	0
find me somewhere to get breakfast	FIND_RESTAURANT	O	O O O O O B-meal 	1
i want taiwanese foods in morristown	O	INFORM	O O B-category O O B-location 	0
i want to eat at ephesus	O	AFFIRM	O O O O O B-restaurant_name 	0
i need a reservation at a restaurant for 3 people for friday at 6 pm	RESERVE_RESTAURANT	O	O O O O O O O O B-num_people O O B-date O B-time I-time 	1
oren hummus	O	INFORM	B-restaurant_name I-restaurant_name 	0
yes 3 people on friday at 6 pm at oren hummus	O	AFFIRM	O B-num_people O O B-date O B-time I-time O B-restaurant_name I-restaurant_name 	0
bye	O	GOOD_BYE	O 	0
reservation for 7.15 pm	RESERVE_RESTAURANT	O	O O B-time I-time 	1
thanks ! yes	O	AFFIRM	O O O 	0
friday	O	INFORM	B-date 	0
2 people at the cheese cake factory	O	INFORM	B-num_people O O O B-restaurant_name I-restaurant_name I-restaurant_name 	0
yes	O	AFFIRM	O 	0
thanks	O	GOOD_BYE	O 	0
hi , i want to book a table for 5.30 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O B-time I-time 	1
wednesday	O	INFORM	B-date 	0
there are 4 of us and it needs to be for los altos grill	O	INFORM	O O B-num_people O O O O O O O O B-restaurant_name I-restaurant_name I-restaurant_name 	0
no	O	NEGATE	O 	0
still no	O	NEGATE	O O 	0
thanks	O	THANK_YOU	O 	0
i want to book a reservation for tonight at 7 pm for 3 people	RESERVE_RESTAURANT	O	O O O O O O O B-date O B-time I-time O B-num_people O 	1
los altos grill	O	INFORM	B-restaurant_name I-restaurant_name I-restaurant_name 	0
let ' s do 8 pm	O	AFFIRM	O O O O B-time I-time 	0
thanks	O	THANK_YOU	O 	0
i want to make a restaurant reservation	RESERVE_RESTAURANT	O	O O O O O O O 	1
6 pm	O	INFORM	B-time I-time 	0
tonight at pompei	O	INFORM	B-date O B-restaurant_name 	0
3	O	INFORM	B-num_people 	0
7 pm will do	O	AFFIRM	B-time I-time O O 	0
thank you	O	THANK_YOU	O O 	0
hello , i want to reserve a restaurant	RESERVE_RESTAURANT	GREETING	O O O O O O O O 	1
sorry , i didn ' t understand	O	CANT_UNDERSTAND	O O O O O O O 	0
at 6 pm	O	INFORM	O B-time I-time 	0
wednesday for 3 people	O	INFORM	B-date O B-num_people O 	0
amarin	O	INFORM	B-restaurant_name 	0
yes	O	AFFIRM	O 	0
goodbye	O	GOOD_BYE	O 	0
hi , i ' d like you to find a restaurant for me	FIND_RESTAURANT	GREETING	O O O O O O O O O O O O O 	1
yorktown heights	O	INFORM	B-location I-location 	0
i would like it to be michelin rated	O	INFORM	O O O O O O B-rating I-rating 	0
sakoon	O	AFFIRM	B-restaurant_name 	0
hi ! i want to make a reservation at 7.15 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O B-time I-time 	1
a reservation for cheese cake factory for 3 people on next monday	O	INFORM	O O O B-restaurant_name I-restaurant_name I-restaurant_name O B-num_people O O B-date I-date 	0
no	O	NEGATE	O 	0
ok	O	AFFIRM	O 	0
i don ' t understand	O	CANT_UNDERSTAND	O O O O O 	0
bye	O	GOOD_BYE	O 	0
hi ! i would like to make a reservation for tomorrow night at 8 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O B-date O O B-time I-time 	1
oren hummus	O	INFORM	B-restaurant_name I-restaurant_name 	0
4 people	O	INFORM	B-num_people O 	0
sure , 4 people	O	AFFIRM	O O B-num_people O 	0
no good	O	NEGATE	O O 	0
how about friday	O	INFORM	O O B-date 	0
correct , friday	O	AFFIRM	O O B-date 	0
no good	O	NEGATE	O O 	0
new restaurant - sakoon	O	INFORM	O O O B-restaurant_name 	0
no good	O	NEGATE	O O 	0
6 pm is good	O	AFFIRM	B-time I-time O O 	0
thank you	O	THANK_YOU	O O 	0
i ' d like to reserve a restaurant	RESERVE_RESTAURANT	O	O O O O O O O O 	1
amber india for tonight for 6 people	O	INFORM	B-restaurant_name I-restaurant_name O B-date O B-num_people O 	0
yes	O	AFFIRM	O 	0
8 pm	O	INFORM	B-time I-time 	0
no	O	NEGATE	O 	0
thank you	O	THANK_YOU	O O 	0
i want to make a dinner reservation for tonight at 8 pm	RESERVE_RESTAURANT	O	O O O O O O O O B-date O B-time I-time 	1
make it at ephesus	O	INFORM	O O O B-restaurant_name 	0
for 2 people	O	INFORM	O B-num_people O 	0
no	O	NEGATE	O 	0
i don ' t understand	O	CANT_UNDERSTAND	O O O O O 	0
thanks and goodbye	O	THANK_YOU+GOOD_BYE	O O O 	0
hello . please find me a restaurant	FIND_RESTAURANT	GREETING	O O O O O O O 	1
somewhere that serves mediterranean food in los altos and is expensive	O	INFORM	O O O B-category O O B-location I-location O O B-price_range 	0
how about in mountain view	O	INFORM	O O O B-location I-location 	0
yes	O	AFFIRM	O 	0
i pick cascal	O	AFFIRM	O O B-restaurant_name 	0
hello , i want to reserve restaurant for next monday at 5.30 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O B-date I-date O B-time I-time 	1
for 4 people and restaurant is ephesus	O	INFORM	O B-num_people O O O O B-restaurant_name 	0
no , that won ' t work	O	NEGATE	O O O O O O O 	0
what about amarin	O	INFORM	O O B-restaurant_name 	0
no , that won ' t work , either	O	NEGATE	O O O O O O O O O 	0
no , that won ' t work , either	O	NEGATE	O O O O O O O O O 	0
what about friday	O	INFORM	O O B-date 	0
no , that won ' t work , either	O	NEGATE	O O O O O O O O O 	0
no	O	NEGATE	O 	0
what about tomorrow	O	INFORM	O O B-date 	0
no	O	NEGATE	O 	0
no	O	NEGATE	O 	0
what about 7.15 pm	O	INFORM	O O B-time I-time 	0
yes	O	AFFIRM	O 	0
no	O	NEGATE	O 	0
hi i ' d like to make a reservation	RESERVE_RESTAURANT	GREETING	O O O O O O O O O 	1
il fornaio is the restaurant and the time is 8 pm	O	INFORM	B-restaurant_name I-restaurant_name O O O O O O O B-time I-time 	0
2 people	O	INFORM	B-num_people O 	0
friday	O	INFORM	B-date 	0
none of those times work	O	NEGATE	O O O O O 	0
yes , this works	O	AFFIRM	O O O O 	0
bye	O	GOOD_BYE	O 	0
hi , make a reservation for tomorrow at 5.30 pm for 3	RESERVE_RESTAURANT	GREETING	O O O O O O B-date O B-time I-time O B-num_people 	1
yes	O	AFFIRM	O 	0
cascal	O	INFORM	B-restaurant_name 	0
yes	O	AFFIRM	O 	0
no	O	NEGATE	O 	0
thanks , bye	O	THANK_YOU+GOOD_BYE	O O O 	0
hello , i would like to make a reservation	RESERVE_RESTAURANT	GREETING	O O O O O O O O O 	1
3	O	INFORM	B-num_people 	0
ephesus at 7 pm	O	INFORM	B-restaurant_name O B-time I-time 	0
next monday	O	INFORM	B-date I-date 	0
let ' s do 8 pm	O	AFFIRM	O O O O B-time I-time 	0
thanks . goodbye	O	THANK_YOU+GOOD_BYE	O O O 	0
i need to make dinner reservations	RESERVE_RESTAURANT	O	O O O O O O 	1
evvia at 7 pm	O	INFORM	B-restaurant_name O B-time I-time 	0
this wednesday for 6 people	O	INFORM	O B-date O B-num_people O 	0
yes , 8.30 pm	O	AFFIRM	O O B-time I-time 	0
bye	O	GOOD_BYE	O 	0
please make a reservation for 6 pm	RESERVE_RESTAURANT	O	O O O O O B-time I-time 	1
yes , that ' s right	O	AFFIRM	O O O O O O 	0
tomorrow	O	INFORM	B-date 	0
evvia	O	INFORM	B-restaurant_name 	0
2 people	O	INFORM	B-num_people O 	0
yes , 7 pm	O	AFFIRM	O O B-time I-time 	0
thanks	O	THANK_YOU	O 	0
hi ! i would like to make reservations at a restaurant	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O O 	1
sushi boat and the time doesn ' t matter	O	INFORM	B-restaurant_name I-restaurant_name O O O O O O O 	0
doesn ' t matter what time	O	INFORM+AFFIRM	O O O O O O 	0
tomorrow	O	INFORM	B-date 	0
yes tomorrow	O	AFFIRM	O B-date 	0
5 people	O	INFORM	B-num_people O 	0
not those times	O	NEGATE	O O O 	0
ok thanks anyway . bye	O	THANK_YOU+GOOD_BYE	O O O O O 	0
i would like to make a reservation for next monday at 7.15 pm	RESERVE_RESTAURANT	O	O O O O O O O O B-date I-date O B-time I-time 	1
where do the hearts play	O	OTHER	O O O O O 	0
what is the stadium called that the hearts play at	O	OTHER	O O O O O O O O O O 	0
for 2 people at the sushi boat	O	INFORM	O B-num_people O O O B-restaurant_name I-restaurant_name 	0
yes 7.30 pm would be fine	O	AFFIRM	O B-time I-time O O O 	0
goodbye	O	GOOD_BYE	O 	0
find an inexpensive mediterranean restaurant in madison	FIND_RESTAURANT	O	O O B-price_range B-category O O B-location 	1
los altos grill sounds like the one i am looking for	O	AFFIRM	B-restaurant_name I-restaurant_name I-restaurant_name O O O O O O O O 	0
i want to make a restaurant reservation	RESERVE_RESTAURANT	O	O O O O O O O 	1
wednesday for 5 people at sumiko	O	INFORM	B-date O B-num_people O O B-restaurant_name 	0
at 7 pm	O	INFORM	O B-time I-time 	0
7.15 pm	O	AFFIRM	B-time I-time 	0
thanks and bye	O	THANK_YOU+GOOD_BYE	O O O 	0
i ' d like to make a restaurant reservation for next monday at 8 pm	RESERVE_RESTAURANT	O	O O O O O O O O O O B-date I-date O B-time I-time 	1
3 people at ephesus	O	INFORM	B-num_people O O B-restaurant_name 	0
no	O	NEGATE	O 	0
how about amarin instead	O	INFORM	O O B-restaurant_name O 	0
none of those options work	O	NEGATE	O O O O O 	0
ok , thanks anyway	O	THANK_YOU	O O O O 	0
i want to make reservations at a restaurant	RESERVE_RESTAURANT	O	O O O O O O O O 	1
los altos grill for 7.15 pm	O	INFORM	B-restaurant_name I-restaurant_name I-restaurant_name O B-time I-time 	0
3 , and that ' s for this wednesday	O	INFORM	B-num_people O O O O O O O B-date 	0
none of them	O	NEGATE	O O O 	0
thanks for trying . goodbye	O	THANK_YOU+GOOD_BYE	O O O O O 	0
hi ! i want to make a restaurant reservation for friday at 5.30 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O B-date O B-time I-time 	1
for pompei	O	INFORM	O B-restaurant_name 	0
what do you mean	O	CANT_UNDERSTAND	O O O O 	0
sorry , i don ' t understand	O	CANT_UNDERSTAND	O O O O O O O 	0
6 people	O	INFORM	B-num_people O 	0
yes there are 6 people	O	AFFIRM	O O O B-num_people O 	0
i can ' t do those times	O	NEGATE	O O O O O O O 	0
how about 8 pm	O	INFORM	O O B-time I-time 	0
that doesn ' t work for me	O	NEGATE	O O O O O O O 	0
how about next monday	O	INFORM	O O B-date I-date 	0
i don ' t understand what you just said	O	CANT_UNDERSTAND	O O O O O O O O O 	0
no	O	NEGATE	O 	0
ok	O	AFFIRM	O 	0
thanks a bunch	O	THANK_YOU	O O O 	0
hi ! i want to make a restaurant reservation	RESERVE_RESTAURANT	GREETING	O O O O O O O O O 	1
i don ' t understand	O	CANT_UNDERSTAND	O O O O O 	0
at cetrella for 8 pm for 2	O	INFORM	O B-restaurant_name O B-time I-time O B-num_people 	0
wednesday	O	INFORM	B-date 	0
i don ' t want 6.30 pm	O	NEGATE	O O O O O B-time I-time 	0
how about for tonight	O	INFORM	O O O B-date 	0
that is correct	O	AFFIRM	O O O 	0
thanks	O	THANK_YOU	O 	0
i would like to make a restaurant reservation for next monday at 8 pm	RESERVE_RESTAURANT	O	O O O O O O O O O B-date I-date O B-time I-time 	1
2 please	O	INFORM	B-num_people O 	0
pompei	O	INFORM	B-restaurant_name 	0
no , that won ' t work	O	NEGATE	O O O O O O O 	0
ok , thanks	O	THANK_YOU	O O O 	0
looking for restaurants close by	FIND_RESTAURANT	O	O O O O O 	1
indian food and the price doesn ' t matter	O	INFORM	B-category O O O O O O O O 	0
cascal	O	AFFIRM	B-restaurant_name 	0
i would like a restaurant reservation for 8 pm	RESERVE_RESTAURANT	O	O O O O O O O B-time I-time 	1
los altos grill	O	INFORM	B-restaurant_name I-restaurant_name I-restaurant_name 	0
2	O	INFORM	B-num_people 	0
friday	O	INFORM	B-date 	0
yes , friday	O	AFFIRM	O O B-date 	0
no	O	NEGATE	O 	0
no	O	NEGATE	O 	0
thanks	O	THANK_YOU	O 	0
i would like to make a reservation for wednesday at 8 pm	RESERVE_RESTAURANT	O	O O O O O O O O B-date O B-time I-time 	1
this would be for 4 people at cetrella	O	INFORM	O O O O B-num_people O O B-restaurant_name 	0
no , none of those times would be convenient	O	NEGATE	O O O O O O O O O 	0
alright then , thank you . bye	O	THANK_YOU+GOOD_BYE	O O O O O O O 	0
find me a restaurant	FIND_RESTAURANT	O	O O O O 	1
i want a zagat rated restaurant for dinner in los altos . price doesn ' t matter	O	INFORM	O O O B-rating I-rating O O B-meal O B-location I-location O O O O O O 	0
i don ' t know what you said	O	CANT_UNDERSTAND	O O O O O O O O 	0
cascal	O	AFFIRM	B-restaurant_name 	0
hello , please find me an expensive restaurant in middletown	FIND_RESTAURANT	GREETING	O O O O O O B-price_range O O B-location 	1
evvia , please	O	AFFIRM	B-restaurant_name O O 	0
i want to make a restaurant reservation	RESERVE_RESTAURANT	O	O O O O O O O 	1
3 people for evvia	O	INFORM	B-num_people O O B-restaurant_name 	0
yes	O	AFFIRM	O 	0
don ' t care	O	INFORM	O O O O 	0
don ' t care	O	INFORM	O O O O 	0
tomorrow	O	INFORM	B-date 	0
none	O	NEGATE	O 	0
no	O	NEGATE	O 	0
thanks	O	THANK_YOU	O 	0
make a reservation at a restaurant for 4 people for next monday	RESERVE_RESTAURANT	O	O O O O O O O B-num_people O O B-date I-date 	1
